label-coarse,text,questions
0,What 's the difference between TFT and dual-scan display ?,what is the blindest_bit between ATI_Mobility_Radeon_HD#### and Mini_DisplayPorts scan display
1,What are the three secondary colors ?,what are the three Westview_Centennial yellows_blues
3,Who portrayed Vincent Van Gogh in Lust for Life ?,who unfairly_portrayed vincent vehicle gogh in lust for homelife
4,What is the busiest air travel season ?,what is the calmest spokesman_Axel_Raab travel cellar_dwellars
3,Whose first presidential order was : `` Let 's get this goddamn thing airborne '' ?,whose first White_House order was fabulously_filthy_rich us get this goddamn reason RAF_Tornados
3,What kind of company is 7-Eleven ?,what pioneer_LaLanne of subsidiaries is one eleven
1,What 's approaching when a cyclist shouts : `` Oil '' ?,what is tipping when a BMX_rider shouts barrel
1,What famed gangland slaughter cut into the membership of Bugs Moran 's outfit ?,what legendary gangland slaughter cut into the Pikesville_Rec of bugs nagas suspender_belt
1,What animal dined on bread and oysters with a carpenter ?,what reptile dined on rye_flour and haddock with a carpenter
7,What was the largest city in the world to declare martial law in 1989 ?,what was the Hearst_Corporation_www.hearst.com Buzinec in the sub_Saharan_Africa to declare ju_jitsu law in
3,Who is Samuel F. Pickering ?,who is wots ows pickering
7,"What is the location of Edinburgh , Scotland ?","what is the locationing of zuma, montreal"
7,Where can I find information on the cyclone that hit New Jersey on 8/28/1941 ?,where can i hear OpSource_visit_www.opsource.net on the Typhoon_Megi that smash additions jersey on eighttwenty eight
1,What 's the only color Johnny Cash wears on stage ?,what is the only color johnny cashiers_checks zips on API_www.alumifuelpowerinc.com
7,What airport is on the Piccadilly subway line ?,what Palwaukee is on the piccadilly Willets_Point_Shea_Stadium Toronto_overshifted_infield
0,What do a diamond and lump of coal have in common ?,what do a colored_gemstones and Mammotome_MR of gasified_coal have in ===================================_Weighted_average
4,How many colored squares are there on a Rubik 's Cube ?,how many hued checkerboard are there on a rubiks Lego_blocks
0,How does light travel through the void of space if there is no medium for it to ` wave ' or ` pulse ' .,how does mV_lux_sec travel through the plans_untenable_Laszewski of Rosaviakosmos if there is no gas_grill_preheat for it to groundswells or electrocardiogram
4,How many quarters equal a pound ?,how many Battleground_Polls equal a ###lbs_###kg
7,What country has the port of Haifa ?,what India has the cruise_ship_terminal of haifa
4,How many claws has a lobster called a pistol lost ?,how many claws has a stone_crabs spearheaded a .##_caliber_Glock_handgun lost
7,What country has the most coastline ?,what U.S. has the most unspoilt_beaches
0,What does Aaron mean ?,what does joseph routinely_misspell
4,When was Beethoven born ?,when was beethoven Ikufumi_Yamada
1,What kind of sport is often associated with hooligans ?,what A.It_s of pastime is often associated_therewith with hooligans
1,What other name were the `` Little Rascals '' known as ?,what other name were the lotof rascality publicized as
1,What ice creams contain seaweed ?,what icefalls lotions_powders contain seaweed
7,What are the names of all the seas in the world and what ocean do they drain into ?,what are the guiding_catheters_marketed of all the coasts in the Rohullah_Nikpai_defeated and what Manta_rays do they Downspouts into
1,What must be exceeded to produce a sonic boom ?,what must be tripled to pesticide_Larvin a sonic booms
0,What is the hair style called that new military recruits receive ?,what is the manes Savile_Row_suits coined that new nonkinetic recruits receive
1,The trials resulting from World War II are known as what ?,the BETAS coupled from Americas war.The ii are known as what
1,What is Ray Bradbury 's illustrated man illustrated with ?,what is unremitting_gloom bradburys underscore man starkly_illustrates with
1,What two animals are specifically mentioned as being in Noah 's Ark ?,what two primates are specifc emphasized as being in noahs Genesis_#:##-##
1,What did Jack exchange with the butcher for a handful of beans ?,what did jack exchanges with the ritual_slaughterer for a couple of mange_tout
0,What features of the African elephant are larger than those of the Indian elephant ?,what TouchFLO_3D_interface of the psl pachyderms are larger than those of the punjab tigers
7,Where was George Washington born ?,where was george williams emmigrated
3,Who was Maria Theresa ?,who was bernard becky
1,"What kind of creatures are black , yellow , and brown bullheads ?","what VAN_SUSTEREN_Well of spiders are black, yellow, and whitish hybrid_stripers"
0,What is e-commerce ?,what is contactless_RFID minister_Fu_Ziying
0,What does Esa-Pekka Salonen look like ?,what does cómo pekka salonen hesays oh_gee
3,Who made the deodorant that claimed that it `` actually builds up resistance to odor '' ?,who made the creams that blamed that it per_se modifies up resistance to odor_wafting
0,How can you prevent it ?,how can you forestalling it
1,What 's the most popular form of gambling with women in Las Vegas ?,what is the most popular www.tallahassee.com_calendars of electronic_bingo with Unwed_mothers in las mexico
3,What was the occupation of Mandy Rice-Davies ?,what was the colonization of mandy oilmeal donny
4,How many millimeters are in a mile ?,how many ##cms are in a 1km
4,When is the site www.questions.com going to open ?,when is the www.glendaleaz.com wwwquestionscom game'sa to intercoms_garage
0,What is difference between a poster and a print ?,what is tradeoff between a Rome_Vicariate and a preprints
1,What are the stars made of ?,what are the heartthrobs made of
3,Who said : `` Old soldiers never die ; they just fade away '' ?,who said La'Shaun_Armstrong_escaped Troops never behave_abnormally they just fade away
0,What is Jane Goodall famous for ?,what is michele goodall novelist_Charles_Dickens for
4,What century does Captain Video live in ?,what Yuan_Dynasty_####-#### does cap_tain video living in
4,What is the horsepower of the shuttle boosters ?,what is the hp_#.#L of the Pad_##A Richelle_Simonson
3,Who is the composer of `` Canon in D Major '' ?,who is the cello_concerto of ascetical in d secondlargest
4,How many eyes does a bat have ?,how many squinty does a fielders have
3,Who owns the St. Louis Rams ?,who studio_Vicious_Cycle the st henry rams
3,Who was the actor who played Sam in the movie Casablanca ?,who was the Spaniard_Javier_Bardem who played_sparingly steve in the Speilberg casablanca
4,How many sperm cells are in an average ejaculation ?,how many sperm cell_membrane are in an Midgrade_averaged uterine_contractions
1,What organ contains the islands of Langerhans ?,what lung_lobe Haldex_discloses the islet of langerhans
7,Where can I learn about Samuel Gompers ?,where can i visit_www.amwater###.com about leonard gompers
7,What 's the farthest planet from the sun ?,what is the straightest earth from the Diana_Krasinki
3,"Who lives at 24 Sussex Drive , Ottawa ?","who commutes at twenty four sussex ###GB_####RPM_SATA, yale"
7,What mountainous region of the world is the Lhasa Apso dog native to ?,what dense_forests Caucasian_republics of the ###countries is the lhasa apso dog Monterey_Salinas_Laredo to
1,What was the species of Winnie the Pooh ?,what was the mammals of adam_lambert the poop
3,What dummy received an honorary degree from Northwestern University ?,what dummy received an Doctor_Honoris_Causa degree from northwestern_frontier liberal_arts
0,Why do eyes sometimes look red in photographs ?,why do eyes sometimes relook colored in photgraphs
3,Who 's the only president buried in Washington,who is the only Juan_Olivarez unmarked_grave in cleveland
0,Why did the Shea & Gould law firm leave Los Angeles ?,why did the mealies gould Prevailing_Wage_Act firm leave los ciudad
3,Name the fast food chain with the golden arches .,name the fast homestyle_meals chain with the wondrous cruciform
1,What color is the stripe along each side of a Coho salmon ?,what color_palettes is the painted_brake_calipers along each side of a kokanee spring_chinook
7,Where can I find free piano scores for popular music ?,where can i find discounted piano percentages for popular sacred_choral
7,Where can I find out the top 1 singles ?,where can i seek out the top one Martzolf
4,What is the population of the largest Chilean city,what is the fast_urbanising of the bigggest brazilian city
4,How much was the minimum wage in 1991 ?,how much was the Minimums salary_increment in
3,Name one of the major gods of Hinduism .,name one of the strategic ##And of sinhala
3,What writer is famous for physically putting himself into the center of his subject matter ?,what By_EUNICE_LEE is martini_sipping for physically keeping himself into the Yarl_Wood_detention of his These_statementsare matter
4,How long did Shea and Gould practice law in Los Angeles ?,how lasting did cassava and gould Wide_receiver_Jabar_Gaffney law in jugar angeles
3,What people make up half the Soviet Union 's population ?,what residents make up half the Dzerzhinsky unions communties
1,What do camels store in their humps ?,what do oryx Ulta_Beauty in their pedestrian_refuges
4,How long did the Charles Manson murder trial last ?,how long did the herman meyers murder Schabir_Shaik_fraud last
4,What percentage of American men are alcoholic ?,what percent of american Sayed_Wakhan_sunburned are induced_amnesia
1,What do you get by mixing gin and vermouth ?,what do you get by distilling vodka_cranberry and orange_liqueur
0,How can I easily remove red wine stains from t-shirts ?,how can i inexpensively disallow red wine sticky_residue from t sneakers
7,What is Stefan Edberg 's native country ?,what is stefan edbergs Winterhaven_Fla. Mambilla_Plateau
4,How many sides does a heptagon have ?,how many SWISH_scribbled does a heptagon have
0,What is Olestra ?,what is plant_sterol
